,Type of investment,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,U.S. net international investment position (line 4 less line 35),80539,98585,128273,232250,296862,226992,238366,261494,140140,104281,109232,59616,21479,-33713,-149523,-243314,-432129,-121772,-110311,-277567,-328306,-788225,-1033775,-1002268,-1536826,-2295050,-2410951,-2293013,-2363392,-1857865,-1808474,-1279493,-3995303,-2627626,-2511788,-4454997,-4518300,-5372654,-6980245,-7493479,-8318378
